image_path,source,category,organ
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H884.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H885.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H886.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H887.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H888.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H889.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H89.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H890.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H891.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H892.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H893.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H894.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H895.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H896.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H897.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H898.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H899.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H9.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H90.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H900.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H901.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H902.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H903.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H904.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H905.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H906.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H907.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H908.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H909.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H91.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H910.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H911.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H912.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H913.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H914.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H915.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H916.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H917.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H918.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H919.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H92.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H920.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H921.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H922.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H923.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H924.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H925.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H926.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H927.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H928.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H929.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H93.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H930.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H931.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H932.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H933.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H934.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H935.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H936.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H937.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H938.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H939.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H94.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H940.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H941.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H942.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H943.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H944.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H945.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H946.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H947.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H948.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H949.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H95.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H950.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H951.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H952.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H953.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H954.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H955.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H956.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H957.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H958.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H959.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H96.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H960.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H961.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H962.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H963.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H964.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H965.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H966.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H967.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H968.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H969.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H97.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H970.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H971.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H972.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H973.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H974.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H975.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H976.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H977.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H978.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H979.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H98.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H980.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H981.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H982.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H983.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H984.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H985.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H986.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H987.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H988.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H989.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H99.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H990.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H991.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H992.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H993.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H994.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H995.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H996.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H997.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H998.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\healthy\H999.jpg,PlantVillage,healthy,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb10.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb100.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1000.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1001.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1002.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1003.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1004.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1005.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1006.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1007.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1008.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1009.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb101.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1010.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1011.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1012.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1013.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1014.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1015.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1016.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1017.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1018.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1019.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb102.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1020.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1021.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1022.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1023.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1024.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1025.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1026.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1027.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1028.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1029.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb103.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1030.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1031.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1032.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1033.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1034.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1035.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1036.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1037.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1038.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1039.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb104.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1040.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1041.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1042.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1043.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1044.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1045.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1046.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1047.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1048.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1049.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb105.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1050.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1051.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1052.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1053.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1054.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1055.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1056.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1057.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1058.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1059.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb106.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1060.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1061.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1062.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1063.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1064.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1065.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1066.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1067.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1068.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1069.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb107.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1070.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1071.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1072.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1073.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1074.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1075.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1076.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1077.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1078.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1079.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb108.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1080.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1081.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1082.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1083.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1084.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1085.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1086.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1087.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1088.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1089.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb109.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1090.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1091.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1092.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1093.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1094.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1095.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1096.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1097.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1098.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1099.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb11.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb110.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1100.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1101.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1102.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1103.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1104.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1105.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1106.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1107.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1108.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1109.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb111.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1110.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1111.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1112.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1113.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1114.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1115.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1116.jpg,PlantVillage,Late_blight,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Late_blight\Lb1117.jpg,PlantVillage,Late_blight,leaf
